@relation Try

@attribute description string
@attribute genre {Educational,other}

@data
' welcom francoiscod present first educ game consist multipl subtract addit enjoy project feel free donat help goal provid consist updat game hope enjoy ',Educational
' boost brain reliev stress visual memori logic math focus mini game get detail evalu perform person train session coach challeng player onlin offlin determin shark deliri multiplay card game featur total mini game test train visual memori logic math focus abil player multiplay card game innov stress manag mode offer challeng mini game dedic person trainer help track progress purchas use item subject playstat network term servic user agreement item sublicens soni comput entertain america brain challeng gameloft right reserv gameloft brain challeng trademark gameloft countri ',Educational
' sorri leav world submiss jam ',Educational
' welcom oofyoofoof basic educ help get better math issu lost mathemat get get oofyoofoof school math like school also actual ingam stori note control wasd arrow key left click open door grab item right click use item enter confirm credit baldiisagoodperson mus playtim johnsterspaceprogram mus school mus intro find creator mus learn credit credit ingam stuff still edit oofyoofoof basic origin post gamebanana ',Educational
' leadwerk game engin easiest way make game learn everyth need comprehensv tutori build game world intuit game develop system publish steam workshop show game world leadwerk game launcher avail earli access key featureslearn make royalti free game provid ton document video tutori walk step build game leadwerk perfect pathway total noob pro game develop publish commerci game royalti pay ever new global illumin volumetr effect leadwerk game engin introduc environ probe global illumin reflect along volumetr light effect easi control intuit interfac make easier ever creat game amaz graphic new veget paint system leadwerk game engin introduc one kind veget system handl massiv amount foliag instead store instanc memori new system use distribut algorithm dynam calcul relev instanc frame render physic allow enorm dens pack scene minim overhead result blaze fast effici easi use fact new system advanc featur book game engin gem advanc graphic leadwerk make aaa graphic achiev hardwar tessel geometri shader defer render msaa render redefin realtim imag qualiti like render real time game past use opengl provid equival graphic directx cross platform support across oper system futur expans built level design tool build game level scratch right editor construct solid geometri tool make easi sketch design bring idea life anyon build game world leadwerk without expert artist integr lua script editor integr lua right leadwerk proven track record hundr commerci game includ crysi world warcraft garri mod lua integr seamless nativ code rapid prototyp instant control built debugg let paus game step code inspect everi variabl program real time lua perfect beginn integr time jit compil ensur game keep run fast grow pleas note program support requir standard edit dlc visual flowgraph advanc game mechan uniqu visual flowgraph enabl design set game mechan build interact design advanc script sequenc without touch line code flowgraph system integr seamless lua script allow script programm expos function add new possibl gameplay royalti free licens game make play sell give away pleas never charg royalti game make leadwerk reli free open sourc middlewar librari never worri purchas expens licens third parti free self publish steam workshop leadwerk game launcher new way distribut game publish lua base game leadwerk editor send link friend play without instal plugin zip file use get game front player build follow game play desktop live room steam machin support workshop publish game steam featuresdownload publish game content steam workshop publish lua game workshop user play publish imag render youtub video direct steam editor built steamwork support make game readi publish steam graphicsopengl defer render uniform light model support number light cast soft dynam shadow hardwar msaa make render imag incred sharp detail full support vertex fragment geometri tessel shader dynam megatextur terrain provid fast render terrain mani layer hierarch hardwar occlus queri provid fast visibl test hardwar tessel dynam real surfac displac gpu normal map specular cubemap reflect instanc render allow fast draw larg volum object hardwar skin provid fast skin anim defer transpar multipl overlap layer shade real time mesh modif trilinear anisotrop filter blend transit anim sequenc extract anim sequenc editor editorautomat asset manag reload model textur modifi anoth applic drag drop import fbx dds bmp jpg png tga psd file visual interfac control everi aspect art pipelin construct solid geometri model tool brush primit includ box wedg cylind sphere arch tube torus automat map brush smooth group gpu acceler terrain editor make sculpt silki smooth fast built shader editor instant visual error highlight nativ user interfac use support platform programmingbuilt lua script editor debugg code step syntax highlight visual flowgraph let connect object control game interact set script sequenc launch game debug lua virtual machin run api design object orient command set let code type game entiti script provid per object hook interfac direct program give control game loop program structur script variabl display visual interfac reload real time ainavmesh pathfind provid automat navig work everywher charact control movement seamless integr physic pathfind system set entiti automat chase anoth object navig posit physicsfast accur rigid bodi physic constraint includ hing ball slide joint joint actuat provid fast stabl motor constraint door robot arm motion automat physic shape calcul generat physic shape editor model brush swept collis raycast line sphere particlesr time particl editor instant visual emiss volum includ box sphere cylind tube cone adjust curv graph alpha scale particl anim sheet adjust frame count layout veloc base rotat direct particl like spark sound sound spatial emit sound entiti automat channel manag free unneed channel skip time sound ',Educational
' simpli mous click drag around screen explor room item total gather inform well coupl fun littl doodad troubl read small text maximis play window might help rapid prototyp project creat master cours creativ media intend educ encourag critic thought state cultur appropri today global cultur asset use chillout music free music music promot creativ common attribut unport licens fungus open sourc softwar uniti art research bibliographi includ game ',Educational
' dna chaoshealthi live one punch manmaverick ',Educational
' report case unruli passeng incid air rage second virtual realiti piec illustr chang air travel may led increas aggress among passeng ',Educational
' project teach irish languag ',Educational
' project filter game aim invok explor challeng critic think wider ecolog effect pollut particular pollut result sewag effluent player oper drone marin landscap repres river investig environ indic pollut indic exampl affect environment area result micropollut seven area total highlight potenti issu concern includ agricultur marin wildlif rural live player task enter open effluent pipe landscap order clean water micropollut must collect set number spheric object repres pollut avoid oncom filter must also protect main carbon filter end pipe network stop damag micropollut level progress difficult player travers environ game origin design high school pupil use within social studi class pupil play project filter expect complet short workbook exercis accompani game result pupil creat poster advertis potenti solut problem identifi within game project filter develop part doctor thesi glasgow caledonian univers research project queri develop applic appli game purpos rais awar nopil pan european research project investig method intervent beyond technolog upgrad order reduc micropollut public privat water suppli ',Educational
' origin harryrabbi action pack puzzl game level fun excit harryrabbi version rework access mind includ mani level challeng way game option specif low vision gamer daili english vocab product specif design learner new comput mobil game simpl interest gameplay mobil touch screen support game play mobil devic well desktop comput player need click touch correct answer order allow harryrabbi land safe proceed next level fall cliff run harm obstacl mani thing adjust includ object move speed color mode high contrast bright grayscal invers display etc version game spell question particular version player need pick correct last letter word question ',Educational
' video game user learn plant adapt caus effect ',Educational
' made game summer homework assign english class embed unoffici sok stori embed tool also play game sok stori applic sound work applic reason second project made sok stori first found made sok stori game jam ',Educational
' develop juli oct project lead core gameplay write voic mission structur lightn sound camera shake charact initi environ art cat milk puzzl bug fix foot step fog system various sfx fmod integr steb inventori select guidebook function give exchang item support camera focus featur magic door close usabl gate wall fenc prefab random placement script mausoleum anim hookup assort bug fix kornel dynam menu resiz cemetari intro cutscen cutscen camera code improv layout tweak intro text dynam placement bar ersprit art anim bat cat web owl grass mushroom rock spooki bush tree relat integr christer mcfunkyp kaitila ambient light chang progress webgl postprocess troubleshoot control prompt central dialog script bathroom scene bar camera look adjust mous click script mausoleum wall draft tyler funk titl screen music audio transit music first puzzl alan zare puzzl music includ track layer relat fmod event trigger zone puzzl music jaim riva menu exit button show test nativ build adjust black fade menu cyriel neve ',Educational
' mindless danc time long walk listen music even bust move make feel great liter care bad danc fun feel awesom made game silli cartoon dancer whose movement control ',Educational
' bassoon racer listen play instrument quick switch note keep car fuel pass car view exampl video develop websit link perfect app beginn advanc player age work real instrument use iphon ipad microphon listen analyz note play scoreboard show best time mani car pass unlock new car base perform game center leaderboard let show best perform comparison player ',Educational
' platfin fast easi game creation creat platform game quick easi move play click edit one click export sell share game multipl tile layer platform move rotat hazard object creat graphic built paint tool import graphic disk use retrofilt doubl quadrupl pixel give creation vintag look tweak charact physic game play want custom export game includ demo game prove ground mad game design purgatori bit love affair ghost citi georg dziov ',Educational
' choos languag applic english czech languag area practic addit subtract multipl divis choos difficulti type math choic difficulti minimum repetit problem random generat author jaroslav jan www jaroslavjanik graphic jana ilingrov crazycat made love gdevelop ',Educational
' beginn programm learn code use game code home collect fuel cell instruct rover use drag drop code block get littl rover back origin planet made love team bud softwar engin univers bristol leav comment like ',Educational
' tri solv riddl see good spell get answer wrong lose life lose live game ',Educational
' penguin chiever savvi team peopl want explor new way open educ get togeth everi week hour jam experi new opportun educ resourc collect intellig time special want work theme open recognit well week week game jam theme made game lot achiev mani way lose open recognit explor new way valid attest skill achiev complementari diploma game opportun great reward action care thirst recognit dead made game one hour jam hope enjoy made delphin casado lola koubi tom rivi ric urien special guest adela barbulescu thank lot ghislain mirat creat sound design minut ',Educational
' pgf award best educ game innov game judg microsoft amazon light simpl yet addict puzzl game draw wire connect electr compon light bulb compon sum right power bulb light free play lot level featur simpl learn challeng master smooth draw line experi fun level ton fun friend ',Educational
' feel like need give brain boost game might featur brain train activ fun gamesobjectivesset help improv mind keep sharp focus entertain way disclaim game actual avail steam review fake game project school requir seem like profession game ',Educational
' train toa wairua wananga stop cpt cook croni grab land click bonus wairua attack wairua attack endeavour set game turanga gisborn uninvit event call cook tuia happen soon british captain cook murder maori leader call maro amongst other later backstab british coloni collabor attack murder mani local tribe steal land enforc coloni thing happen around aotearoa never account instead british coloni want come celebr cook one would content ',Educational
' band back time holiday join favorit charact award win melodi jam brand new song brim good tide cheer holiday jam featur fan favorit musician candi cane fill wonderland sure hit whole famili learn band melodi jam holiday jam project combin number passion music anim interact small group design anim musician develop spent childhood creat music friend want creat experi peopl age meet new peopl differ aesthet style person made great new experi memori ever grow friendship melodi jam conceiv design anim jame bartley arbitrari code produc app music done nathan mckee hani zahra ',Educational
' pumpkar goal goal grow pumpkin level level one pumpkin pumpke play togeth purpos let say pumpke communiti collect tamagotch ish veget game compos random mini game win mini game pumpke win lose pumpke lose easi savvi theme time mix theme user involv week game jam theme tamagotchi enjoy give feedback game want find way crucial involv dear player show particip perform use greater caus control keyboard random key savvi team peopl want explor new way open educ get togeth everi week hour jam experi new opportun educ resourc collect intellig cheer made love delphin casado lola koubi tom rivi ric urien encourag good vibe distant juliett pereira ',Educational
' pitch descript mineri lionel doctor student work pollut due old mine exploit look metal deposit find way decontamin pollut river order preserv safeti region detail develop les talleux releas april game plateform genr serious game languag french classif pegi offici rate credit lionel babikian art director menus henri bessou charact gui artist lionel ebengu doctor game design luca garnier game design programm ',Educational
' educ game learn solar system game target smaller kid want improv pleas feel free tell comment section ',Educational
' irish languag learn program ',Educational
' use physic knowledg defeat oppon faster gameplay trajectori line option intend experi ',Educational
' game creat student east norfolk sixth form colleg theme chosen mediev medicin focus plagu ',Educational
' help steami steampunk conductor play along favorit symphoni great classic compos like mozart beethoven improv note read skill tap along everi note classic like moonlight sonata ode joy challeng everi note game practic combat skill note read abil true steampunk style enhanc sight read skill challeng gamif learn basic note test music skill choos favorit music classic tune get ahead friend everi note ace excel beat boredom blue feel bore subway wait bus put compos hat tri practic music enjoy challeng everi level ultim note fighter classic match made music heaven enjoy learn play classic hit etern favorit new excit game addict layout clean interfac musician multipl level interact gameplay one three differ difficulti level music aficionado skill set beginn nail easi medium level first hit hard mode pro practic mode get start music journey enjoy basic tune ',Educational
' moena experiment four dimension game project work tech demo moena avail move four dimens surfac world find pick gem best way learn play demo like game know key import thing know get start chart basic movement key includ startup splash screen full list configur key found config cfg pleas read pleas pay attent suggest gpu requir gpu gtx design demo run card demo run card vulkan driver support tessel geometri shader demo pre alpha mean even meet system requir guarante work proper download work support stabil demo come week ',Educational
' plan game thank idea english teacher use learn fruit english italian student thank teacher game learn mani thing construct help futur ',Educational
' lettersfal free team www fallenangelsoftwar com html enabl desktop notebook internet browser android smartphon tabl featur absolut free advertis app purchas run html enabl internet browser android smartphon tablet game fun word spell game beauti full color high resolut visual graphic awesom multi chanel digit sound effect amaz digit music soundtrack easi play touch input control three amaz game mode child teenag adult stori never end save high score tabl game mode complet configur save game option enjoy jess jezxle fallen angel softwar video game design studio www fallenangelsoftwar com ',Educational
' instal instructionsse comment thread correct download origin singl exe file actual work sorri tri game download zip file googl drive link unzip run extract execut game revis origin submiss date ',Educational
' stori exwordcist exorcis demon chant word demon get via portal start chant word like never chant gameplay type word screen kill monster success word type increas combo meter yield score infinit type game get harder everi second aim highest score web play game without leaderboard sort pointless unabl provid ssl certif api handl extern link insecur connect play game browser use http connect game still playabl abl access leaderboard ',Educational
' depth game dev tutori uniti dream make comput game come right place gtgd depth set video tutori develop awesom littl multiplay fps scratch use uniti free design tutori beginn lost check youtub channel see teach style attent releas uniti gtgd obsolet pleas buy unless realli keen studi piec histori support effort new seri develop gtgd avail steam februari march watch roll youtub channel right packag benefit video video project folder make easier debug mistak acceler learn purchas anyth even video tutori packag studi gtgd gtgd made uniti work fine uniti minor edit code video explain bit code need chang launcher come fast launcher give quick access resourc launcher open video tutori default media player video workgtgd sequel gtgd also releas game guild command gtgd guild command ',Educational
' play day care teacher need give children class toy like make happi ',Educational
' biblemen game focus teach player word god challeng complet differ vers bibl book rememb complimentari way learn find vers turn bibl read complet passag learn understand context behind vers forget fun ',Educational
' welcom chef apprentic aim game make learn game power uniti simpl dialogu system game play apprentic town chef need find ingredi signatur stew order must fight monster collect heal jam get hurt feel free tri game walk wasd talk swing sword space game use follow asset made charact use pixeldudesmak itch user link sword use sprite tileset dungeon tileset itch user link follow two font use text use thishead use veget use combin two asset pack free pixel food food assetssign use sprite lpc sign post tilemap paint tini rpg town tini rpg forest ansimuzth camera use cinemachineth walk sound sfx step grass grass foot step sound franki sound interfac random rpg sound pack use collect objectsth sound die monster hit guttur vocal use interact monstersth sound swish battl sound effect use swing swordth music found herei follow tutori found thank creator asset make public avail ',Educational
' puzzlejuic game punch brain face puzzlejuic game puzzl fan need app advic puzzlejuic envelop world gorgeous design funki music fall block help fall love slide play inspir effort tickl puzzl fan word game addict aficionado smart design get kotaku load frantic gameplay style humor touch arcad everi game break new ground deliv someth ingeni app safari addict combin word puzzl game slick present incred soundtrack gamezebo puzzlejuic take element favorit puzzl game put one conveni bright color packag game design challeng spatial verbal abil feel overwhelm might human puzzl keep hook come puzzl stay juic work multicolor block constant fall top screen arrang complet row block turn letter way clear block spell word also match color make letter core mode test endur see long withstand downpour complet object unlock powerup make life easier game get harder zen mode extrem lot time great mode zen block fall worri pile top mode extrem second local multiplay lot game great play friend one sort block other look word divid conquer pictur pictur pack experi iphon ipad know phone small thumb big start spell word phone preview pop show letter underneath finger game center challeng friend tri becom world best puzzlejuic master dictionari spell word know mean problem tap word look foreign languag play game english spanish french italian dutch colorblind support got cover mother word game ball brass ball puzzlejuic closer ',Educational
' collect eat fruit take stall build avl tree tri pick right rotat second ',Educational
' carakuato fun video game healthi eat let children learn eat fruit veget carakuato sever differ level sever mini game get star access mini game carakuato educ video game want promot healthi live fight obes boy girl healthi eat habit import proper develop childhood non violent non competit video game help parent children eat healthi learn name fruit veget written fun entertain game download game carakuato total free start play enjoy whole famili ',Educational
' educ anim switch game ',Educational
' simpli click comput screen game begin narrat click menu button text prompt troubl read small text full screen game window short project creat master cours creativ media made place slideshow present keep thing interest need listen rambl anyon listen talk hope help anyon troubl get idea asset use take walk key moon music promot attribut intern fungus open sourc softwar uniti art sketch research bibliographi includ game ',Educational
' codemanc bring mysteri magic exhilar learn code togeth fantasi univers use spell cast way teach learn program skill codemanc fantasi univers fill rival sorcer minion player encount along journey codemanc non violent entertain educ game design inclus access learner stage featur includ gender neutral fantasi set femal protagonist narrat backbon program interfac design easi understand kid vari degre skill experi codemanc break barrier may discourag kid embrac technolog elev screentim product entertain typic code technolog game codemanc codemanc tell move stori aurora young creativ talent girl tri grow becom independ good world face incred obstacl father sudden kidnap aurora embark adventur save grow gracious independ young woman must learn magic spell save father magic use aurora world work program inspir children explor potenti discov magic code codemanc educ game adventur codemanc design year old educ game teach magic behind code fun grownup codemanc specif teach sequenti algorithmsdebuggingfunct argumentsscopeloop constructsconcurr program teach general comput thinkingplanningproblem solvingresili codemanc featur narrat inspir popular work young adult fantasi world harri potter perci jackson neverend stori last airbend mani gameplay take place hexagon world make easi estim distanc angl eye freez time abil player debug program written potenti code way jam learn mistak avail mac ipad android tablet codemanc structur access inclus goal codemanc broad inclus possibl creat gender neutral fantasi set femal protagonist narrat backbon languag interfac design make game appeal kid differ skill level codemanc break barrier hinder kid feel comfort engag program exampl codemanc use pip like die instead numer set gameplay hexagon world make easi estim distanc angl eye syntax error enter spell run syntax error frustrat caus learner quit realli begin codemanc use open dyslex font letter design look distinct differ make read easier kid dyslexia game fulli voic read complet option codemanc program languag design access also translat easili varieti popular real world program languag python codemanc appeal mani educ group children special need read younger children new code older children advanc code program skill set codemanc potenti reach repres group code teach often exclusionari nonetheless import centuri skill ',Educational
' small piano keyboard kid learn enjoy music funni anim listen perform wait touch play togeth start rhythm execut chang extens use small keyboard leav comment enjoy ',Educational
' sign easi conveni secur use microsoft authent use phone password log microsoft account simpli enter usernam approv notif sent phone fingerprint face pin provid second layer secur two step verif process access microsoft product servic outlook onedr offic microsoft authent also support multi factor authent work school non microsoft account app provid second layer secur password log enter password ask addit way prove realli either approv notif sent microsoft authent enter verif code generat app sometim work school might ask instal microsoft authent access certain file email app need regist devic organ app add work school account microsoft authent also support cert base authent issu certif devic let organ know sign request come trust devic help seamless secur access addit microsoft app servic without need log microsoft authent support singl sign proven ident need log microsoft app devic ',Educational
' small game kid learn eat etiquett eat behav dine tabl ',Educational
' download zip file unzip open ctrl folder launch ctrl applic aim game type word appear screen hit enter kill zombi see red health potion appear hit tab use replenish health boss fight littl differ leav figur student project bug may encount alway happi hear feedback feel free tell time game work ',Educational
' clone game call circl ketchapp game made educ purpos real game found android app store sourc code ',Educational
' draw batman letter step step draw batman charact english letter easi step step simplifi pictur draw friend draw exercis beginn profession perfect draw lesson beginn frame high qualiti imag includ beauti batman charact easi draw letter batman complet offlin app purchas tab support big screen support relat screen size get buy amazon app store ',Educational
' game develop two part demo level game preschool mini lectur elucid philosophi game dev earli childhood play game use arrow key watch lectur play automat beat game note game launch fullscreen close hold ctrl navig exit button enter password adult explain mini lectur child safeti lock keep preschool player game ',Educational
' gamemak studio softwaregamemak studio latest greatest incarn gamemak everyth need take idea concept finish game fresh user interfac mani new excit featur includ real time anim edit new innov workflow seamless path drag drop actual code develop top qualiti game never easier featur power program languag profession drag drop code requir workflow beginn comprehens toolset top qualiti game develop quick afford price advanc export ever rapid cross platform deploy achiev across lead platform includ mobil consol desktop monetis tool enabl rang function quick easili deploy includ app purchas advertis analyt user engag barrier entri power function gamemak studio ultim develop environ gamemak studio uwp includ unlimit resourc dedic support forum univers window platform exportkey featur benefit afford top qualiti game develop easi get start novic profession power program languag profession drag drop system beginn code requir comprehens toolset level imag tile object script audio editor lead physic engin advanc shader power anim support network rapid cross platform export lead platform support monetis tool iap advertis analyt user engag activ develop new featur upgrad releas regularlytechn featur layer base level editor level inherit easili creat differ level biom design layer base imag editor tile system auto tile tile anim brush envisag drag drop enhanc faster extens librari event action real time anim edit multi column tab code editor improv object editor new audio mixer backward compat gamemak studio project multipl workspac intuit design laptop mode custom workspac rapid search mechan open resourc instant skin light dark skin avail power debugg save time effort git integr ',Educational
' educ short game made gmtk game jam hour ',Educational
' innov game teach math elementari school children ',Educational
' exam prepar stress want learn without tension let pressur exam period affect prep effort mani way reliev studi stress boost perform cramflash random flashcard app allow use aid memor exam inform come beauti background calm studi music help learn relax app cover hvac terminolog relev various hvac state licensur exam flashcard includ ',Educational
' introduct jogo baixo carbono parti game full edutain packag quizz mini game entertain player also teach valuabl lesson relat environ game current portugues futur version game languag select option major languag spoken around world reach bigger audienc mass addit mini game vers develop increas excit fun game game project develop within scope game project curricular unit estg ipleiria portug ',Educational
' welcom journey began januari decid learn unreal engin cowsim first project creat help jump start learn curv cattl handl first project lot improv upgrad right cattl act herd mental rather individu design differ stress level goal edugam minim stress maxim effici ',Educational
' cello racer listen play instrument quick switch note keep car fuel pass car view exampl video develop websit link perfect app beginn advanc player age work real instrument use iphon ipad microphon listen analyz note play scoreboard show best time mani car pass unlock new car base perform game center leaderboard let show best perform comparison player ',Educational
' welcom luisa advanc horror parodi made rpg maker ace las basica calvomero eduacion aprendizaj baldi basic rpg maker ace fan game deal luisa mani friend two peopl around demo mathemat gone horribl wrong project non profit mani asset origin draw imag model sound even music rest googl imag right said enjoy demo tri repeat experi overs toy bug glitch found put comment section ',Educational
' applic earli access updat upon communiti feedback feel free send thought dev nanom organ chemistri concept sometim difficult understand look dimension represent dimension molecular structur readi build organ molecul carbon oxygen nitrogen hydrogen design bottom use atom chemic model kit design sourc code matter scientist imagin instead brick minecraft anyon could select element period tabl creat complex molecular structur goal provid tool necessari help peopl build new protein molecul eventu also simul interact work link nano one complementari molecular model simul softwar would allow geometri creat save export program could import coordin releas later version system design partnership univers california san diego beta access let know littl bit ',Educational
' base guess game incredicat think everyday object guess think read mind game similar question anim veget miner attempt ask question work object think think everyday item anim household object food quit bit stuff etc question tri guess item tri see guess think ',Educational
' guarante web version actual work perform well tri refresh page download nativ client muscl typer silli type game made ludum dare hastili upload poor test instruct type word press enter done get wrong credit art placehold code code placehold art music sound effect ',Educational
' earthquak surviv simul ',Educational
